order_id,customer_id,product,category,region,quantity,sales,cost,order_date
417,3541,Keyboard,Accessories,East,4,6071,5284.72,2025-07-20
418,4323,Monitor,Electronics,North,1,15054,10533.22,2025-06-11
419,3598,Monitor,Electronics,East,4,43674,32138.18,2025-08-11
420,2936,Monitor,Electronics,South,5,12796,11003.58,2026-03-23
421,1866,Printer,Office,North,4,25127,18237.39,2026-03-09
422,2473,Printer,Office,North,2,24547,16797.72,2026-04-27
423,2594,Mouse,Accessories,East,5,37654,20902.19,2025-07-05
424,4978,Mouse,Accessories,South,2,19884,11774.84,2025-05-26
425,4746,Phone,Electronics,East,5,4613,2515.28,2025-05-06
426,4749,Monitor,Electronics,East,2,28131,20302.99,2026-01-08
427,1159,Phone,Electronics,North,1,39042,28705.94,2026-05-03
428,3600,Printer,Office,South,5,22021,17005.4,2025-06-12
429,2237,Laptop,Electronics,South,5,49947,33545.46,2025-09-01
430,1643,Printer,Office,North,5,3785,3349.8,2025-08-16
431,2334,Laptop,Electronics,East,4,16142,12475.8,2025-10-20
432,3168,Mouse,Accessories,North,5,11991,9107.96,2026-05-03
433,1415,Mouse,Accessories,East,2,41384,22098.0,2025-08-08
434,4653,Mouse,Accessories,North,3,9205,7839.61,2026-04-30
435,2951,Printer,Office,East,2,6314,3952.16,2026-04-16
436,4611,Monitor,Electronics,North,3,18213,11360.84,2025-11-23
437,3445,Mouse,Accessories,South,3,38225,34215.23,2025-12-24
438,3279,Keyboard,Accessories,West,3,38390,30067.49,2025-12-02
439,1313,Phone,Electronics,West,1,40495,27763.74,2025-08-24
440,4163,Keyboard,Accessories,West,3,24323,20502.92,2025-11-20
441,3712,Keyboard,Accessories,East,5,9655,6831.45,2025-11-25
442,4778,Printer,Office,South,4,21095,15418.42,2025-12-17
443,1142,Phone,Electronics,South,3,10449,6744.41,2026-03-06
444,4274,Monitor,Electronics,West,3,9464,6964.91,2025-11-12
445,3509,Laptop,Electronics,West,2,44886,29638.71,2026-01-06
446,4178,Laptop,Electronics,South,2,41466,31103.23,2025-07-24
447,4367,Laptop,Electronics,East,2,38174,34143.81,2025-07-11
448,2649,Phone,Electronics,South,2,38687,24630.94,2026-03-18
449,1764,Monitor,Electronics,South,1,31844,18316.05,2025-07-06
450,3175,Monitor,Electronics,South,4,38161,28610.86,2025-12-26
451,2758,Laptop,Electronics,South,4,8198,6375.94,2025-12-11
452,1367,Laptop,Electronics,West,5,19659,12652.26,2026-01-15
453,2676,Monitor,Electronics,North,4,38073,32613.48,2025-06-26
454,3645,Monitor,Electronics,South,4,19139,9795.07,2026-02-04
455,4394,Monitor,Electronics,South,1,41986,29572.56,2026-03-17
456,3178,Laptop,Electronics,East,3,16234,11110.39,2025-10-07
457,3144,Laptop,Electronics,East,5,47413,40233.19,2025-11-29
458,4959,Monitor,Electronics,South,3,47046,33771.41,2025-08-29
459,3849,Printer,Office,East,5,8440,4268.18,2026-02-11
460,2398,Mouse,Accessories,East,2,15429,10358.98,2025-06-24
461,2176,Keyboard,Accessories,West,3,14291,8506.25,2025-08-06
462,3183,Keyboard,Accessories,North,5,2565,1649.26,2026-02-02
463,3722,Monitor,Electronics,North,2,41383,26497.65,2025-12-26
464,1463,Phone,Electronics,North,4,16160,11704.01,2025-07-21
465,2745,Printer,Office,West,5,14534,10836.68,2025-05-29
466,4833,Laptop,Electronics,North,5,16732,8574.73,2025-06-01
467,1917,Monitor,Electronics,East,4,9108,5402.09,2026-03-08
468,3126,Keyboard,Accessories,West,2,7425,6615.96,2025-05-30
469,1528,Laptop,Electronics,West,4,9421,7062.76,2026-05-01
470,1159,Printer,Office,North,1,20610,14636.44,2026-04-08
471,1184,Keyboard,Accessories,East,3,28422,18398.43,2025-09-14
472,4612,Phone,Electronics,South,5,12346,8636.68,2025-09-07
473,1335,Mouse,Accessories,West,2,21648,19472.07,2025-09-09
474,1752,Monitor,Electronics,North,4,9941,6266.24,2025-05-27
475,1221,Keyboard,Accessories,West,1,26659,17385.01,2026-02-20
476,2595,Laptop,Electronics,South,5,34053,20839.71,2026-04-21
477,4280,Monitor,Electronics,North,1,6523,4132.52,2025-05-25
478,1753,Mouse,Accessories,South,2,30975,27642.38,2025-06-21
479,3740,Printer,Office,South,3,7212,4459.04,2025-05-20
480,3317,Laptop,Electronics,West,4,22206,17243.16,2025-09-23
481,2207,Mouse,Accessories,West,5,35665,21073.81,2025-07-25
482,4461,Laptop,Electronics,North,1,42823,22024.24,2025-08-17
483,1268,Keyboard,Accessories,South,5,11073,6685.46,2025-09-18
484,1218,Monitor,Electronics,South,5,39818,31184.7,2025-05-07
485,2792,Keyboard,Accessories,West,3,43095,29840.74,2026-01-21
486,2209,Laptop,Electronics,North,5,9960,5333.96,2025-10-21
487,2915,Mouse,Accessories,East,2,48101,34080.18,2026-04-19
488,3443,Mouse,Accessories,East,1,17636,10048.73,2026-03-07
489,2814,Printer,Office,East,3,14622,12259.61,2026-01-15
490,4975,Printer,Office,East,4,4805,2454.41,2025-06-27
491,4075,Laptop,Electronics,East,5,8404,7489.95,2025-12-19
492,2198,Phone,Electronics,East,1,3534,2428.56,2025-07-07
493,1683,Keyboard,Accessories,North,4,47797,40233.13,2025-05-11
494,3846,Mouse,Accessories,North,1,27600,20383.15,2026-01-27
495,3434,Keyboard,Accessories,East,4,39493,32487.63,2025-05-13
496,2277,Mouse,Accessories,West,4,45510,26067.48,2026-04-10
497,3318,Keyboard,Accessories,West,3,22793,14497.25,2025-12-18
498,2754,Phone,Electronics,South,1,32326,18535.42,2026-04-09
499,3389,Monitor,Electronics,South,4,41150,32582.63,2026-02-26
500,3475,Monitor,Electronics,South,3,30173,19220.71,2026-03-07
501,4324,Keyboard,Accessories,South,4,2045,1719.34,2025-08-28
502,2163,Monitor,Electronics,South,1,8899,4874.59,2025-07-15
503,1166,Phone,Electronics,South,2,22798,19741.18,2025-08-24
504,4392,Monitor,Electronics,East,4,24546,20906.5,2026-03-22
505,2204,Printer,Office,South,1,49071,41883.53,2025-10-14
506,2688,Monitor,Electronics,South,1,32069,21353.15,2025-05-18
507,3211,Mouse,Accessories,North,2,16694,9289.75,2025-10-28
508,3916,Mouse,Accessories,South,3,20398,12683.41,2026-01-23
509,3062,Monitor,Electronics,East,2,31280,27611.18,2025-11-12
510,4703,Phone,Electronics,East,2,29272,21693.53,2025-05-16
511,2842,Phone,Electronics,North,1,32721,22182.05,2025-06-03
512,3357,Keyboard,Accessories,East,4,35130,23784.0,2025-08-29
513,3430,Laptop,Electronics,East,2,46479,24007.27,2025-12-23
514,4379,Keyboard,Accessories,North,1,9213,5148.21,2026-02-17
515,2404,Laptop,Electronics,South,2,47949,34007.21,2025-08-16
516,4776,Keyboard,Accessories,North,1,39518,33272.73,2026-02-04
517,4648,Mouse,Accessories,West,4,11401,7868.39,2026-04-10
518,3162,Laptop,Electronics,West,5,46109,31484.41,2026-01-15
519,3414,Mouse,Accessories,South,1,21310,13730.43,2026-03-31
520,4431,Laptop,Electronics,West,3,22337,12926.2,2025-11-09
521,2015,Printer,Office,West,5,28153,22631.96,2025-10-12
522,4272,Keyboard,Accessories,West,3,30786,23315.67,2025-11-29
523,1638,Printer,Office,West,5,37321,32275.22,2026-03-06
524,1698,Keyboard,Accessories,West,1,991,867.4,2025-07-04
525,2423,Mouse,Accessories,West,4,23978,15789.49,2025-05-29
526,3793,Mouse,Accessories,South,1,35282,30374.59,2026-02-03
527,1551,Printer,Office,East,5,44863,28855.91,2026-02-09
528,2252,Laptop,Electronics,East,4,19245,11349.0,2026-04-27
529,1618,Keyboard,Accessories,South,1,28972,18702.68,2025-09-24
530,1179,Printer,Office,East,4,21540,18614.42,2025-10-14
531,4818,Keyboard,Accessories,East,3,22587,14622.49,2026-01-11
532,1009,Monitor,Electronics,East,4,29838,21291.37,2026-01-03
533,3267,Keyboard,Accessories,West,1,1559,1040.18,2026-03-05
534,4022,Mouse,Accessories,North,2,40975,23158.18,2025-10-14
535,1290,Monitor,Electronics,North,2,8289,4547.16,2026-05-04
536,4234,Laptop,Electronics,West,5,12947,8879.76,2025-11-07
537,1335,Phone,Electronics,North,3,26432,20069.64,2025-05-12
538,4405,Printer,Office,West,3,4711,2884.98,2026-01-18
539,4526,Phone,Electronics,West,3,43138,36940.65,2025-10-04
540,4851,Keyboard,Accessories,West,3,46345,37869.21,2025-11-30
541,3492,Laptop,Electronics,North,4,4833,3169.34,2026-03-24
542,3321,Mouse,Accessories,West,1,37601,30574.22,2025-05-06
543,2663,Mouse,Accessories,West,4,8387,5958.58,2026-02-23
544,3799,Laptop,Electronics,South,2,8124,7228.23,2025-10-23
545,3109,Monitor,Electronics,East,4,1508,948.09,2025-09-07
546,4166,Mouse,Accessories,South,5,17788,11067.38,2026-01-29
547,4434,Phone,Electronics,South,4,30640,18060.34,2025-08-16
548,1111,Phone,Electronics,West,4,26435,21828.04,2025-11-20
549,1093,Laptop,Electronics,North,1,25297,18676.06,2025-12-25
550,4638,Monitor,Electronics,North,4,25565,22308.61,2026-05-05
551,2217,Phone,Electronics,North,1,18928,9997.14,2026-04-11
552,3005,Printer,Office,South,1,47125,40292.67,2025-12-19
553,1833,Keyboard,Accessories,West,5,48419,29566.31,2025-11-21
554,4440,Keyboard,Accessories,North,2,48646,34275.01,2025-07-25
555,4807,Printer,Office,West,4,5289,3694.03,2025-12-21
556,2227,Keyboard,Accessories,West,4,23878,19273.4,2025-06-18
557,1504,Phone,Electronics,South,3,20489,17381.47,2025-09-23
558,4962,Mouse,Accessories,South,4,18020,12682.43,2025-05-28
559,3968,Mouse,Accessories,South,3,46628,33812.66,2025-06-18
560,4479,Printer,Office,East,2,37981,29966.63,2026-01-08
561,4810,Laptop,Electronics,North,5,12403,8041.14,2026-02-07
562,4492,Monitor,Electronics,North,5,38943,30881.21,2025-09-23
563,3850,Keyboard,Accessories,South,5,45223,33969.89,2025-08-04
564,1337,Printer,Office,West,1,41578,33292.01,2025-07-26
565,4745,Laptop,Electronics,West,1,49444,39377.48,2025-10-31
566,3222,Monitor,Electronics,North,1,46347,33413.52,2025-07-31
567,1185,Mouse,Accessories,North,2,29181,15377.7,2026-02-17
568,3975,Keyboard,Accessories,West,2,42491,33448.69,2026-01-31
569,3422,Keyboard,Accessories,West,2,22107,13562.16,2025-12-28
570,1616,Monitor,Electronics,West,4,46453,41783.53,2026-03-25
571,4783,Laptop,Electronics,East,5,17982,10999.02,2025-10-20
572,2763,Laptop,Electronics,South,1,1402,919.39,2025-07-10
573,2059,Keyboard,Accessories,North,1,23298,13694.71,2026-01-06
574,2981,Keyboard,Accessories,South,3,41790,34621.31,2026-03-14
575,1575,Mouse,Accessories,East,3,24196,16025.26,2026-03-14
576,2157,Keyboard,Accessories,North,4,19092,12063.8,2025-10-15
577,3532,Phone,Electronics,West,1,47077,41061.0,2025-09-02
578,4093,Laptop,Electronics,East,1,15655,13716.53,2026-01-15
579,1591,Printer,Office,South,1,24344,14580.42,2025-08-02
580,1886,Phone,Electronics,South,2,40284,23334.76,2025-05-29
581,4007,Printer,Office,West,2,48746,33549.92,2026-02-09
582,1926,Monitor,Electronics,South,4,49289,42616.64,2025-12-29
583,3819,Phone,Electronics,North,4,1809,1482.72,2026-04-11
584,3545,Mouse,Accessories,North,5,10151,8398.17,2026-04-13
585,1971,Laptop,Electronics,South,5,9818,7949.75,2025-11-13
586,3640,Mouse,Accessories,South,2,48741,35642.75,2025-12-26
587,4269,Keyboard,Accessories,South,4,33291,28938.89,2025-07-06
588,4046,Printer,Office,East,2,36772,21445.13,2025-07-25
589,1165,Laptop,Electronics,South,3,46448,30597.58,2025-12-21
590,1185,Phone,Electronics,South,2,25895,18183.4,2025-11-30
591,2072,Mouse,Accessories,South,2,16152,8560.68,2025-12-12
592,1108,Phone,Electronics,North,2,17887,15042.32,2026-01-03
593,2357,Phone,Electronics,East,3,5433,3741.05,2026-01-29
594,1829,Printer,Office,South,1,21342,11023.09,2026-04-29
595,2528,Phone,Electronics,South,2,34439,28318.65,2026-04-04
596,3240,Monitor,Electronics,West,5,33250,24022.02,2025-12-14
597,1316,Printer,Office,West,4,20131,12744.73,2025-12-26
598,1988,Keyboard,Accessories,North,3,47464,24571.1,2025-05-09
599,1625,Monitor,Electronics,West,4,39932,30537.18,2025-11-24
600,3493,Keyboard,Accessories,South,2,32244,28044.37,2025-06-05
601,2010,Monitor,Electronics,East,4,40964,24399.39,2025-11-19
602,1615,Printer,Office,North,2,26976,23305.0,2026-03-19
603,3116,Printer,Office,East,3,35622,30028.32,2025-09-21
604,1384,Keyboard,Accessories,South,3,44868,39060.35,2026-03-08
605,1794,Mouse,Accessories,South,3,11284,8240.77,2025-05-16
606,1344,Monitor,Electronics,South,4,40344,27220.57,2026-04-27
607,2594,Mouse,Accessories,North,2,37779,32587.2,2025-11-23
608,4293,Laptop,Electronics,North,2,2323,2014.2,2025-10-10
609,3435,Phone,Electronics,North,1,26286,14710.05,2025-09-30
610,1377,Printer,Office,South,4,17807,15754.33,2025-08-25
611,4261,Mouse,Accessories,West,1,45054,31865.13,2025-07-08
612,3002,Keyboard,Accessories,East,3,32300,25386.83,2025-09-30
613,2210,Phone,Electronics,North,3,49983,29013.08,2026-03-18
614,3719,Mouse,Accessories,North,3,15337,8875.83,2025-06-18
615,1120,Mouse,Accessories,East,3,47295,29089.91,2026-02-01
616,2825,Laptop,Electronics,North,4,7554,5833.5,2025-10-24
617,1883,Mouse,Accessories,West,1,26174,22625.53,2025-12-09
618,3205,Keyboard,Accessories,North,2,32009,26063.86,2025-12-12
619,1066,Laptop,Electronics,South,4,34157,26249.73,2025-07-25
620,4706,Keyboard,Accessories,South,3,25430,16896.31,2025-09-07
621,4996,Printer,Office,South,1,44325,30371.35,2025-10-10
622,1371,Keyboard,Accessories,South,4,28844,20302.12,2025-11-19
623,4339,Printer,Office,East,1,41271,36506.89,2026-03-06
624,3084,Keyboard,Accessories,South,4,18016,10499.4,2026-03-29
625,4470,Keyboard,Accessories,West,3,8092,4581.17,2025-08-06
626,4172,Keyboard,Accessories,North,2,2350,2015.15,2025-09-08
627,3677,Laptop,Electronics,East,4,29426,25341.32,2025-06-05
628,2074,Mouse,Accessories,North,5,36175,20158.02,2026-04-22
629,4665,Mouse,Accessories,West,1,32016,18557.16,2026-01-03
630,2166,Laptop,Electronics,East,5,34605,21378.14,2025-08-19
631,3908,Mouse,Accessories,West,5,5633,5034.16,2026-02-02
632,4922,Laptop,Electronics,East,5,11350,6250.6,2026-05-03
633,4318,Printer,Office,South,4,10896,6779.42,2025-09-21
634,2868,Laptop,Electronics,East,1,44855,31784.48,2025-10-10
635,4488,Phone,Electronics,South,3,28134,14808.21,2026-03-04
636,3726,Laptop,Electronics,East,4,8754,5351.46,2026-04-17
637,2453,Printer,Office,South,2,4469,2812.02,2025-07-07
638,1987,Keyboard,Accessories,West,5,37197,33106.8,2026-01-14
639,3889,Keyboard,Accessories,South,2,19582,10440.02,2025-11-05
640,4911,Printer,Office,South,5,2038,1101.29,2025-08-19
641,4472,Mouse,Accessories,West,5,32417,24410.21,2025-11-25
642,4928,Monitor,Electronics,South,4,19719,16044.52,2026-02-18
643,2133,Phone,Electronics,North,1,24227,16889.07,2025-07-26
644,3025,Monitor,Electronics,North,2,29076,20566.65,2026-03-21
645,4119,Monitor,Electronics,South,3,47713,32009.07,2025-07-08
646,1316,Keyboard,Accessories,South,5,35789,25422.15,2026-02-10
647,2832,Printer,Office,South,1,36677,27503.48,2025-12-12
648,1411,Monitor,Electronics,North,1,10968,6464.86,2026-03-15
649,1757,Phone,Electronics,North,5,28096,14992.89,2025-06-14
650,3990,Laptop,Electronics,South,3,33444,27232.51,2026-02-17
651,1741,Printer,Office,West,1,711,605.72,2025-08-21
652,1183,Printer,Office,West,4,26492,17508.92,2025-10-11
653,2151,Mouse,Accessories,South,1,2564,1561.2,2026-02-24
654,3121,Phone,Electronics,South,3,6544,4941.38,2025-10-17
655,4480,Printer,Office,West,5,47680,26135.7,2026-04-14
656,1349,Monitor,Electronics,East,3,14185,10786.62,2025-08-23
657,3838,Phone,Electronics,North,3,1317,983.75,2025-08-11
658,4118,Keyboard,Accessories,South,1,29783,24320.44,2025-12-22
659,2636,Laptop,Electronics,North,4,9994,7569.57,2025-08-24
660,2691,Monitor,Electronics,South,5,48949,29454.35,2025-07-02
661,3997,Mouse,Accessories,South,3,21821,17476.26,2026-04-20
662,2051,Printer,Office,South,4,31068,20887.66,2026-01-18
663,1099,Laptop,Electronics,North,2,37254,25760.0,2025-06-16
664,1945,Laptop,Electronics,East,3,42559,30838.26,2025-09-06
665,1013,Keyboard,Accessories,East,3,35672,22459.12,2025-12-02
666,1277,Phone,Electronics,West,1,6279,3560.36,2025-07-27
667,1196,Laptop,Electronics,West,4,49546,31516.61,2025-11-06
668,3856,Phone,Electronics,South,5,7538,5151.17,2026-03-28
669,4407,Monitor,Electronics,South,4,20221,17216.46,2026-04-29
670,2311,Printer,Office,South,5,21304,12724.05,2026-04-22
671,1855,Phone,Electronics,South,4,21779,16217.18,2026-02-24
672,2422,Printer,Office,South,1,21437,16586.5,2025-08-06
673,4913,Keyboard,Accessories,East,3,11233,8825.66,2026-03-06
674,1203,Monitor,Electronics,North,4,17682,11606.69,2026-01-10
675,2951,Keyboard,Accessories,East,2,15665,8897.28,2025-09-06
676,2872,Mouse,Accessories,East,2,48666,41244.88,2026-02-11
677,2762,Printer,Office,South,2,11877,8668.84,2026-02-15
678,3727,Laptop,Electronics,West,5,27387,15889.33,2025-11-23
679,3568,Mouse,Accessories,South,3,48931,30205.28,2025-11-07
680,3131,Printer,Office,West,4,32141,16962.16,2026-01-18
681,2122,Laptop,Electronics,East,3,35169,28819.68,2025-11-06
682,1751,Phone,Electronics,South,5,46281,33625.08,2025-08-15
683,4518,Printer,Office,South,3,25975,18886.58,2025-09-18
684,2576,Printer,Office,South,3,5014,3008.94,2025-06-19
685,1947,Keyboard,Accessories,East,4,3118,2484.95,2026-04-14
686,4313,Monitor,Electronics,South,5,16767,12970.23,2026-05-03
687,4940,Mouse,Accessories,West,3,30695,17319.69,2025-07-19
688,4465,Keyboard,Accessories,North,1,26756,16949.63,2026-02-21
689,3053,Printer,Office,North,2,20105,11179.15,2025-07-21
690,4051,Keyboard,Accessories,East,4,15133,10738.75,2026-03-29
691,2970,Laptop,Electronics,South,2,8974,7092.21,2026-03-16
692,3189,Laptop,Electronics,North,1,34740,30437.25,2025-12-22
693,4885,Keyboard,Accessories,West,5,12637,7800.35,2026-05-03
694,4196,Laptop,Electronics,South,4,33001,19021.1,2025-12-28
695,2615,Printer,Office,North,3,14068,8836.68,2026-03-04
696,3932,Printer,Office,South,3,1461,774.6,2026-04-05
697,3416,Printer,Office,South,4,1605,961.26,2025-09-07
698,1605,Mouse,Accessories,South,5,35517,19729.74,2026-02-21
699,1144,Mouse,Accessories,East,5,40059,29511.4,2025-07-08
700,4518,Printer,Office,North,2,41334,25220.46,2026-02-12
701,3237,Printer,Office,West,1,1822,1352.34,2025-05-21
702,3886,Printer,Office,South,2,37890,27815.47,2026-01-23
703,1802,Printer,Office,East,5,17008,9542.52,2026-03-21
704,2118,Keyboard,Accessories,West,2,10483,6695.78,2026-05-03
705,2927,Monitor,Electronics,North,2,42367,24124.23,2025-05-06
706,2842,Mouse,Accessories,West,3,42249,29705.31,2025-07-23
707,4975,Phone,Electronics,East,2,17246,12056.87,2025-05-09
708,3642,Laptop,Electronics,West,4,3772,3109.9,2025-08-12
709,2849,Phone,Electronics,North,5,34786,21663.71,2026-02-13
710,3784,Keyboard,Accessories,East,2,13544,7796.25,2026-03-11
711,2857,Monitor,Electronics,West,5,5425,4279.79,2025-05-07
712,1117,Keyboard,Accessories,South,5,33293,25290.46,2025-11-24
713,3135,Printer,Office,East,1,25799,15493.42,2025-08-09
714,1353,Laptop,Electronics,North,4,38194,26443.85,2025-05-26
715,4460,Laptop,Electronics,West,4,25095,19796.31,2026-02-05
716,4839,Mouse,Accessories,East,5,43415,31673.3,2025-08-01
717,2349,Printer,Office,East,4,10533,5832.27,2025-08-11
718,2475,Keyboard,Accessories,South,1,13346,10828.14,2025-08-30
719,2568,Monitor,Electronics,West,2,25856,18062.89,2025-06-07
720,4585,Laptop,Electronics,West,2,10122,7382.28,2025-09-26
721,4871,Monitor,Electronics,North,1,23413,16335.77,2025-07-22
722,2135,Printer,Office,South,2,31061,21280.32,2026-03-20
723,4916,Laptop,Electronics,South,2,20547,18471.13,2026-03-06
724,3868,Monitor,Electronics,South,1,37156,19105.51,2025-10-15
725,4150,Monitor,Electronics,South,5,32912,23112.23,2025-05-26
726,3909,Phone,Electronics,South,2,1988,1250.46,2026-02-27
727,2485,Printer,Office,South,2,48890,26851.38,2026-02-20
728,3429,Laptop,Electronics,North,3,17942,10332.4,2025-08-28
729,2179,Phone,Electronics,West,2,49766,43226.47,2025-08-28
730,2582,Laptop,Electronics,South,5,45891,23510.82,2025-12-25
731,1994,Laptop,Electronics,North,1,8637,7324.64,2026-03-29
732,1115,Phone,Electronics,South,1,17972,11088.39,2026-05-02
733,2044,Keyboard,Accessories,East,3,27450,22689.94,2026-02-14
734,3156,Monitor,Electronics,East,2,3772,2633.6,2026-03-29
735,3982,Mouse,Accessories,South,4,24668,13907.9,2025-08-11
736,4965,Printer,Office,South,1,9254,4760.75,2025-11-30
737,2180,Printer,Office,East,1,23606,12307.14,2025-07-30
738,1620,Mouse,Accessories,South,5,24881,14390.73,2025-08-08
739,2693,Mouse,Accessories,North,2,5446,3420.08,2025-09-20
740,4296,Printer,Office,South,1,34448,19737.01,2025-05-16
741,2781,Laptop,Electronics,East,4,32586,19428.01,2026-02-25
742,1468,Phone,Electronics,West,4,19000,15425.36,2026-02-23
743,3663,Keyboard,Accessories,North,4,34691,28850.99,2025-05-12
744,1030,Monitor,Electronics,West,1,28884,17453.93,2025-11-13
745,1211,Phone,Electronics,North,1,747,472.39,2025-11-06
746,4702,Monitor,Electronics,West,2,12617,11168.53,2026-04-02
747,2917,Mouse,Accessories,East,3,45547,24726.0,2025-08-08
748,3687,Keyboard,Accessories,East,1,15242,9691.82,2025-08-25
749,1786,Laptop,Electronics,East,3,38894,33056.48,2025-10-02
750,4313,Monitor,Electronics,South,5,23866,17467.75,2025-06-23
751,2103,Printer,Office,North,4,42809,22845.45,2026-01-22
752,1062,Monitor,Electronics,South,3,4878,3730.07,2025-08-12
753,3281,Printer,Office,North,5,34003,23941.3,2025-12-20
754,1639,Phone,Electronics,East,5,12336,10091.59,2026-04-08
755,3646,Laptop,Electronics,West,5,16239,13900.17,2025-08-01
756,4237,Printer,Office,East,1,29644,20722.78,2026-03-22
757,4161,Printer,Office,South,4,44838,31378.52,2025-05-12
758,1054,Monitor,Electronics,South,2,46465,32798.93,2025-11-24
759,2512,Laptop,Electronics,East,4,45878,30026.1,2025-05-06
760,1731,Printer,Office,West,4,23173,20271.35,2026-04-16
761,4765,Printer,Office,South,3,41783,31941.71,2025-05-15
762,4730,Printer,Office,East,2,23796,12472.86,2026-03-13
763,4653,Keyboard,Accessories,North,5,46362,36136.37,2025-12-02
764,2497,Phone,Electronics,West,1,18716,9669.01,2025-05-18
765,1808,Printer,Office,South,4,25000,19436.73,2025-08-18
766,2012,Mouse,Accessories,North,5,16634,10876.87,2026-01-23
767,2509,Mouse,Accessories,East,5,39863,28625.16,2026-02-09
768,3557,Monitor,Electronics,South,5,39009,25622.55,2025-12-16
769,1974,Monitor,Electronics,North,1,32072,25412.75,2026-03-09
770,2844,Monitor,Electronics,North,5,49016,32115.79,2025-10-13
771,3349,Keyboard,Accessories,North,1,35200,29996.91,2026-03-23
772,2629,Printer,Office,North,1,24563,16018.32,2026-01-30
773,3193,Printer,Office,North,4,947,700.05,2026-04-15
774,3461,Phone,Electronics,East,2,3180,2757.59,2025-08-01
775,4174,Mouse,Accessories,West,5,21143,15880.72,2025-06-09
776,3327,Mouse,Accessories,East,5,8281,4478.95,2026-04-03
777,2834,Printer,Office,North,5,12321,9018.17,2025-10-11
778,3776,Keyboard,Accessories,West,1,36943,21384.2,2026-03-17
779,2876,Monitor,Electronics,South,1,11007,5563.08,2025-11-20
780,1750,Keyboard,Accessories,South,2,47550,31019.5,2026-01-27
781,1631,Phone,Electronics,South,3,23387,18139.61,2026-04-23
782,3912,Keyboard,Accessories,West,3,26653,23261.61,2026-04-21
783,4942,Laptop,Electronics,South,5,27361,21212.78,2026-02-18
784,1230,Monitor,Electronics,South,3,24441,19133.99,2026-01-20
785,3232,Keyboard,Accessories,West,2,12527,6485.87,2025-11-12
786,3670,Mouse,Accessories,East,5,35465,31223.65,2026-03-23
787,3988,Mouse,Accessories,North,3,48642,25296.22,2026-02-25
788,3058,Phone,Electronics,East,1,30009,25774.36,2025-06-08
789,3987,Monitor,Electronics,North,3,25369,20235.62,2025-10-07
790,1764,Printer,Office,North,1,16444,8520.59,2025-05-31
791,2042,Mouse,Accessories,North,1,32959,18066.86,2026-01-22
792,1081,Mouse,Accessories,South,5,8430,5781.36,2025-05-10
793,2358,Phone,Electronics,South,2,5170,3317.86,2025-09-17
794,3636,Keyboard,Accessories,South,2,23065,13098.09,2025-10-31
795,1293,Phone,Electronics,East,3,16392,13204.22,2026-03-13
796,1440,Monitor,Electronics,East,1,30030,25731.34,2025-12-28
797,3494,Phone,Electronics,West,2,28162,17135.34,2026-04-30
798,3204,Monitor,Electronics,South,2,6410,3906.6,2025-11-07
799,1478,Laptop,Electronics,West,2,40868,26739.33,2025-08-29
800,3039,Phone,Electronics,West,4,26112,18651.73,2025-11-05
801,4633,Mouse,Accessories,North,1,24755,16750.11,2025-08-26
802,2696,Monitor,Electronics,East,2,23256,15206.08,2025-05-20
803,4829,Laptop,Electronics,East,5,39290,31002.13,2026-03-29
804,1694,Printer,Office,North,1,42871,34296.41,2026-04-05
805,2479,Monitor,Electronics,North,2,21332,14143.95,2026-03-07
806,4883,Laptop,Electronics,North,4,6239,4984.21,2026-05-05
807,1458,Mouse,Accessories,South,2,37731,28789.06,2026-04-04
808,2089,Monitor,Electronics,West,1,19516,11379.84,2026-03-30
809,4214,Mouse,Accessories,West,5,13128,11153.59,2025-06-24
810,4536,Keyboard,Accessories,East,1,6256,4170.56,2025-12-11
811,1909,Keyboard,Accessories,South,5,15189,11996.37,2025-06-13
812,4451,Phone,Electronics,West,1,10095,6364.22,2025-07-30
813,4066,Keyboard,Accessories,South,4,39401,19720.53,2026-04-16
814,1610,Monitor,Electronics,West,2,20258,14093.61,2025-08-17
815,2402,Mouse,Accessories,North,1,28772,22274.09,2026-01-09
816,1861,Monitor,Electronics,North,4,45616,36192.28,2025-06-06
817,3994,Monitor,Electronics,North,2,47944,36263.12,2025-07-10
818,4371,Laptop,Electronics,East,2,30493,25691.2,2026-02-26
819,3770,Printer,Office,South,1,36474,20633.53,2025-06-26
820,4057,Keyboard,Accessories,East,5,27523,14529.14,2025-12-31
821,1803,Laptop,Electronics,North,2,28255,16068.02,2026-04-30
822,1149,Keyboard,Accessories,West,2,48195,42201.23,2026-04-05
823,2764,Mouse,Accessories,South,5,35150,27393.33,2025-11-16
824,3470,Printer,Office,East,3,36142,21958.77,2025-09-28
825,3769,Keyboard,Accessories,South,1,35760,25962.9,2025-10-02
826,1727,Laptop,Electronics,North,3,46556,37251.57,2025-06-23
827,4111,Monitor,Electronics,North,1,28765,14665.37,2026-01-12
828,2147,Keyboard,Accessories,West,1,34356,21365.84,2026-02-12
829,2587,Monitor,Electronics,South,3,31808,23528.85,2025-06-08
830,1548,Printer,Office,East,2,29460,22860.08,2025-12-22
831,3660,Keyboard,Accessories,East,4,17121,9459.28,2026-03-22
832,3871,Printer,Office,North,2,29115,25037.67,2025-10-23
833,2911,Laptop,Electronics,West,4,46628,37936.54,2025-08-04
